Country,Freedom,GDP per Capita,Generosity,Healthy life expectancy,Perceptions of corruption,Score,Social support,Year
switzerland,0.66557,1.39651,0.29678,0.94143,0.41978,7.587,1.34951,2015
iceland,0.62877,1.30232,0.4363,0.94784,0.14145,7.561,1.40223,2015
denmark,0.64938,1.32548,0.34139,0.87464,0.48357,7.527,1.36058,2015
norway,0.66973,1.459,0.34699,0.88521,0.36503,7.522,1.33095,2015
canada,0.63297,1.32629,0.45811,0.90563,0.32957,7.427,1.32261,2015
finland,0.64169,1.29025,0.23351,0.88911,0.41372,7.406,1.31826,2015
netherlands,0.61576,1.32944,0.4761,0.89284,0.31814,7.378,1.28017,2015
sweden,0.6598,1.33171,0.36262,0.91087,0.43844,7.364,1.28907,2015
new zealand,0.63938,1.25018,0.47501,0.90837,0.42922,7.286,1.31967,2015
australia,0.65124,1.33358,0.43562,0.93156,0.35637,7.284,1.30923,2015
israel,0.41319,1.22857,0.33172,0.91387,0.07785,7.278,1.22393,2015
costa rica,0.63376,0.95578,0.25497,0.86027,0.10583,7.226,1.23788,2015
austria,0.62433,1.33723,0.33088,0.89042,0.18676,7.2,1.29704,2015
mexico,0.48181,1.02054,0.14074,0.81444,0.21312,7.187,0.91451,2015
united states,0.54604,1.39451,0.40105,0.86179,0.1589,7.119,1.24711,2015
brazil,0.49049,0.98124,0.14574,0.69702,0.17521,6.983,1.23287,2015
luxembourg,0.61583,1.56391,0.28034,0.91894,0.37798,6.946,1.21963,2015
ireland,0.61777,1.33596,0.45901,0.89533,0.28703,6.94,1.36948,2015
belgium,0.5845,1.30782,0.2225,0.89667,0.2254,6.937,1.28566,2015
united arab emirates,0.64157,1.42727,0.26428,0.80925,0.38583,6.901,1.12575,2015
united kingdom,0.59625,1.26637,0.51912,0.90943,0.32067,6.867,1.28548,2015
oman,0.63274,1.36011,0.21542,0.76276,0.32524,6.853,1.08182,2015
venezuela,0.42908,1.04424,0.05841,0.72052,0.11069,6.81,1.25596,2015
singapore,0.54252,1.52186,0.31105,1.02525,0.4921,6.798,1.02,2015
panama,0.5421,1.06353,0.24434,0.79661,0.0927,6.786,1.1985,2015
germany,0.61477,1.32792,0.28214,0.89186,0.21843,6.75,1.29937,2015
chile,0.44132,1.10715,0.33363,0.85857,0.12869,6.67,1.12447,2015
qatar,0.6404,1.69042,0.32573,0.79733,0.52208,6.611,1.0786,2015
france,0.55011,1.27778,0.12332,0.94579,0.20646,6.575,1.26038,2015
argentina,0.44974,1.05351,0.11451,0.78723,0.08484,6.574,1.24823,2015
czech republic,0.46364,1.17898,0.10686,0.84483,0.02652,6.505,1.20643,2015
uruguay,0.60362,1.06166,0.2324,0.8116,0.24558,6.485,1.2089,2015
colombia,0.53466,0.91861,0.18401,0.69077,0.0512,6.477,1.24018,2015
thailand,0.55664,0.9669,0.5763,0.7385,0.03187,6.455,1.26504,2015
saudi arabia,0.31048,1.39541,0.13706,0.72025,0.32524,6.411,1.08393,2015
spain,0.45951,1.23011,0.18227,0.95562,0.06398,6.329,1.31379,2015
malta,0.60365,1.2074,0.51752,0.88721,0.13586,6.302,1.30203,2015
taiwan,0.3974,1.29098,0.25376,0.8753,0.08129,6.298,1.07617,2015
kuwait,0.55499,1.55422,0.16228,0.72492,0.25609,6.295,1.16594,2015
suriname,0.59657,0.99534,0.16991,0.6082,0.13633,6.269,0.972,2015
trinidad & tobago,0.55884,1.21183,0.31844,0.61483,0.0114,6.168,1.18354,2015
el salvador,0.4035,0.76454,0.10692,0.67737,0.11776,6.13,1.02507,2015
guatemala,0.57733,0.74553,0.27489,0.64425,0.09472,6.123,1.04356,2015
uzbekistan,0.65821,0.63244,0.22837,0.59772,0.30826,6.003,1.34043,2015
slovakia,0.31751,1.16891,0.16893,0.78902,0.03431,5.995,1.26999,2015
japan,0.49615,1.27074,0.10705,0.99111,0.1806,5.987,1.25712,2015
south korea,0.33208,1.24461,0.18557,0.96538,0.07857,5.984,0.95774,2015
ecuador,0.48574,0.86402,0.11541,0.79075,0.1809,5.975,0.99903,2015
bahrain,0.45492,1.32376,0.17362,0.74716,0.306,5.96,1.21624,2015
italy,0.26236,1.25114,0.22823,0.95446,0.02901,5.948,1.19777,2015
bolivia,0.57414,0.68133,0.20536,0.5392,0.088,5.89,0.97841,2015
moldova,0.32818,0.59448,0.20951,0.61826,0.01615,5.889,1.01528,2015
paraguay,0.53899,0.75985,0.3424,0.66098,0.08242,5.878,1.30477,2015
kazakhstan,0.51649,1.12254,0.11827,0.64368,0.08454,5.855,1.12241,2015
slovenia,0.60855,1.18498,0.25328,0.87337,0.03787,5.848,1.27385,2015
lithuania,0.21342,1.14723,0.02641,0.73128,0.01031,5.833,1.25745,2015
nicaragua,0.55475,0.59325,0.27815,0.74314,0.19317,5.828,1.14184,2015
peru,0.41496,0.90019,0.14982,0.73017,0.05989,5.824,0.97459,2015
belarus,0.37938,1.03192,0.11046,0.73608,0.1909,5.813,1.23289,2015
poland,0.53122,1.12555,0.16759,0.77903,0.04212,5.791,1.27948,2015
malaysia,0.53024,1.12486,0.33075,0.72394,0.10501,5.77,1.07023,2015
croatia,0.25883,1.08254,0.05444,0.78805,0.0243,5.759,0.79624,2015
libya,0.41668,1.13145,0.18295,0.7038,0.11023,5.754,1.11862,2015
russia,0.36679,1.13764,0.00199,0.66926,0.03005,5.716,1.23617,2015
jamaica,0.50442,0.81038,0.2123,0.68741,0.02299,5.709,1.15102,2015
northern cyprus,0.49027,1.20806,0.26169,0.92356,0.1428,5.695,1.07008,2015
cyprus,0.40672,1.20813,0.30638,0.92356,0.06146,5.689,0.89318,2015
algeria,0.28579,0.93929,0.07822,0.61766,0.17383,5.605,1.07772,2015
kosovo,0.24749,0.80148,0.2831,0.63132,0.04741,5.589,0.81198,2015
turkmenistan,0.4761,0.95847,0.16979,0.53886,0.30844,5.548,1.22668,2015
mauritius,0.56066,1.00761,0.37744,0.7095,0.07521,5.477,0.98521,2015
hong kong,0.59608,1.38604,0.39478,1.01328,0.37124,5.474,1.05818,2015
estonia,0.44888,1.15174,0.0868,0.77361,0.15184,5.429,1.22791,2015
indonesia,0.46611,0.82827,0.51535,0.63793,0.0,5.399,1.08708,2015
vietnam,0.59444,0.63216,0.1686,0.74676,0.10441,5.36,0.91226,2015
turkey,0.22815,1.06098,0.12253,0.73172,0.15746,5.332,0.94632,2015
kyrgyzstan,0.43477,0.47428,0.3003,0.65088,0.04232,5.286,1.15115,2015
nigeria,0.34334,0.65435,0.27233,0.16007,0.0403,5.268,0.90432,2015
bhutan,0.53206,0.77042,0.47998,0.57407,0.15445,5.253,1.10395,2015
azerbaijan,0.3703,1.02389,0.07799,0.64045,0.16065,5.212,0.93793,2015
pakistan,0.12102,0.59543,0.33671,0.51466,0.10464,5.194,0.41411,2015
jordan,0.40661,0.90198,0.11053,0.69639,0.14293,5.192,1.05392,2015
montenegro,0.1826,0.97438,0.1614,0.72521,0.14296,5.192,0.90557,2015
china,0.51697,0.89012,0.08185,0.81658,0.02781,5.14,0.94675,2015
zambia,0.48827,0.47038,0.19591,0.29924,0.12468,5.129,0.91612,2015
romania,0.35068,1.04345,0.13748,0.7689,0.00649,5.124,0.88588,2015
serbia,0.20107,0.92053,0.19231,0.74836,0.02617,5.123,1.00964,2015
portugal,0.51469,1.15991,0.13719,0.87519,0.01078,5.102,1.13935,2015
latvia,0.29671,1.11312,0.18226,0.72437,0.06332,5.098,1.09562,2015
philippines,0.62545,0.70532,0.24991,0.58114,0.12279,5.073,1.03516,2015
somaliland,0.46582,0.18847,0.50318,0.43873,0.39928,5.057,0.95152,2015
morocco,0.41691,0.73479,0.07172,0.60954,0.08546,5.013,0.64095,2015
macedonia,0.33457,0.91851,0.22359,0.73545,0.05327,5.007,1.00232,2015
mozambique,0.34037,0.08308,0.22269,0.09131,0.15603,4.971,1.02626,2015
albania,0.35733,0.87867,0.14272,0.81325,0.06413,4.959,0.80434,2015
bosnia and herzegovina,0.09245,0.83223,0.24808,0.79081,0.00227,4.949,0.91916,2015
lesotho,0.31767,0.37545,0.16388,0.07612,0.12504,4.898,1.04103,2015
dominican republic,0.57672,0.89537,0.21684,0.66825,0.14234,4.885,1.17202,2015
laos,0.59591,0.59066,0.42192,0.54909,0.24249,4.876,0.73803,2015
mongolia,0.43626,0.82819,0.3323,0.60268,0.02666,4.874,1.3006,2015
eswatini,0.30658,0.71206,0.18259,0.07566,0.0306,4.867,1.07284,2015
greece,0.07699,1.15406,0.0,0.88213,0.01397,4.857,0.92933,2015
lebanon,0.33916,1.02564,0.21854,0.83947,0.04582,4.839,0.80001,2015
hungary,0.32112,1.12094,0.128,0.75905,0.02758,4.8,1.20215,2015
honduras,0.40148,0.59532,0.23027,0.6951,0.06825,4.788,0.95348,2015
tajikistan,0.47216,0.39047,0.22974,0.57379,0.15072,4.786,0.85563,2015
tunisia,0.26268,0.88113,0.06431,0.73793,0.06358,4.739,0.60429,2015
palestinian territories,0.24499,0.59867,0.11251,0.66015,0.12905,4.715,0.92558,2015
bangladesh,0.4082,0.39753,0.21222,0.60164,0.12569,4.694,0.43106,2015
iran,0.30033,1.0088,0.38086,0.69805,0.05863,4.686,0.54447,2015
ukraine,0.25123,0.79907,0.15275,0.6739,0.02961,4.681,1.20278,2015
iraq,0.0,0.98549,0.17922,0.60237,0.13788,4.677,0.81889,2015
south africa,0.33207,0.92049,0.11973,0.27688,0.08884,4.642,1.18468,2015
ghana,0.42342,0.54558,0.23087,0.40132,0.04355,4.633,0.67954,2015
zimbabwe,0.25861,0.271,0.18987,0.33475,0.08079,4.61,1.03276,2015
liberia,0.28531,0.0712,0.24362,0.34201,0.06232,4.571,0.78968,2015
india,0.39786,0.64499,0.26475,0.51529,0.08492,4.565,0.38174,2015
sudan,0.10081,0.52107,0.19062,0.36878,0.1466,4.55,1.01404,2015
haiti,0.24425,0.26673,0.46187,0.38847,0.17175,4.518,0.74302,2015
congo (kinshasa),0.22605,0.0,0.24834,0.09806,0.07625,4.517,1.0012,2015
nepal,0.38282,0.35997,0.32296,0.56874,0.05907,4.514,0.86449,2015
ethiopia,0.4345,0.19073,0.24325,0.44055,0.15048,4.512,0.60406,2015
sierra leone,0.4084,0.33024,0.21488,0.0,0.08786,4.507,0.95571,2015
mauritania,0.24232,0.45407,0.219,0.35874,0.17461,4.436,0.86908,2015
kenya,0.42215,0.36471,0.37542,0.41435,0.05839,4.419,0.99876,2015
djibouti,0.46074,0.44025,0.18093,0.36291,0.28105,4.369,0.59207,2015
armenia,0.19847,0.76821,0.07855,0.7299,0.039,4.35,0.77711,2015
botswana,0.49495,0.99355,0.10461,0.04776,0.12474,4.332,1.10464,2015
myanmar,0.44017,0.27108,0.79588,0.48246,0.19034,4.307,0.70905,2015
georgia,0.40577,0.7419,0.05547,0.72926,0.38331,4.297,0.38562,2015
malawi,0.43054,0.01604,0.33128,0.22562,0.06977,4.292,0.41134,2015
sri lanka,0.53726,0.83524,0.40828,0.70806,0.09179,4.271,1.01905,2015
cameroon,0.49309,0.4225,0.20618,0.23402,0.05786,4.252,0.88767,2015
bulgaria,0.30587,1.01216,0.11921,0.76649,0.00872,4.218,1.10614,2015
egypt,0.17288,0.8818,0.11291,0.61712,0.06324,4.194,0.747,2015
yemen,0.35571,0.54649,0.09131,0.40064,0.07854,4.077,0.68093,2015
angola,0.10384,0.75778,0.12344,0.16683,0.07122,4.033,0.8604,2015
mali,0.38857,0.26074,0.18798,0.20583,0.12352,3.995,1.03526,2015
congo (brazzaville),0.41466,0.67866,0.12388,0.31051,0.11686,3.989,0.6629,2015
comoros,0.22917,0.23906,0.17441,0.36315,0.199,3.956,0.79273,2015
uganda,0.45727,0.21102,0.29066,0.33861,0.07267,3.931,1.13299,2015
senegal,0.36772,0.36498,0.20843,0.4354,0.10713,3.904,0.97619,2015
gabon,0.31914,1.06024,0.06822,0.43372,0.11091,3.896,0.90528,2015
niger,0.47692,0.0694,0.19387,0.29707,0.15639,3.845,0.77265,2015
cambodia,0.66246,0.46038,0.40359,0.61114,0.07247,3.819,0.62736,2015
tanzania,0.32878,0.2852,0.34377,0.38215,0.05747,3.781,1.00268,2015
madagascar,0.19184,0.20824,0.21333,0.46721,0.08124,3.681,0.66801,2015
central african republic,0.48879,0.0785,0.23835,0.06699,0.08289,3.678,0.0,2015
chad,0.23501,0.34193,0.18386,0.1501,0.05269,3.667,0.76062,2015
guinea,0.37725,0.17417,0.28657,0.24009,0.12139,3.656,0.46475,2015
ivory coast,0.46866,0.46534,0.20165,0.15185,0.17922,3.655,0.77115,2015
burkina faso,0.39493,0.25812,0.21747,0.27125,0.12832,3.587,0.85188,2015
afghanistan,0.23414,0.31982,0.3651,0.30335,0.09719,3.575,0.30285,2015
rwanda,0.59201,0.22208,0.22628,0.42864,0.55191,3.465,0.7737,2015
benin,0.4845,0.28665,0.1826,0.3191,0.0801,3.34,0.35386,2015
syria,0.15684,0.6632,0.47179,0.72193,0.18906,3.006,0.47489,2015
burundi,0.1185,0.0153,0.19727,0.22396,0.10062,2.905,0.41587,2015
togo,0.36453,0.20868,0.16681,0.28443,0.10731,2.839,0.13995,2015
denmark,0.57941,1.44178,0.36171,0.79504,0.44453,7.526,1.16374,2016
switzerland,0.58557,1.52733,0.28083,0.86303,0.41203,7.509,1.14524,2016
iceland,0.56624,1.42666,0.47678,0.86733,0.14975,7.501,1.18326,2016
norway,0.59609,1.57744,0.37895,0.79579,0.35776,7.498,1.1269,2016
finland,0.57104,1.40598,0.25492,0.81091,0.41004,7.413,1.13464,2016
canada,0.5737,1.44015,0.44834,0.8276,0.31329,7.404,1.0961,2016
netherlands,0.55211,1.46468,0.47416,0.81231,0.29927,7.339,1.02912,2016
new zealand,0.58147,1.36066,0.49401,0.83096,0.41904,7.334,1.17278,2016
australia,0.56837,1.44443,0.47407,0.8512,0.32331,7.313,1.10476,2016
sweden,0.58218,1.45181,0.38254,0.83121,0.40867,7.291,1.08764,2016
israel,0.36432,1.33766,0.32288,0.84917,0.08728,7.267,0.99537,2016
austria,0.54355,1.45038,0.32865,0.80565,0.21348,7.119,1.08383,2016
united states,0.48163,1.50796,0.41077,0.779,0.14868,7.104,1.04782,2016
costa rica,0.55225,1.06879,0.22553,0.76146,0.10547,7.087,1.02152,2016
puerto rico,0.46823,1.35943,0.22202,0.77758,0.12275,7.039,1.08113,2016
germany,0.53466,1.44787,0.30452,0.81487,0.28551,6.994,1.09774,2016
brazil,0.40425,1.08754,0.15776,0.61415,0.14166,6.952,1.03938,2016
belgium,0.51354,1.42539,0.2424,0.81959,0.26248,6.929,1.05249,2016
ireland,0.54008,1.48341,0.44963,0.81455,0.29754,6.907,1.16157,2016
luxembourg,0.5487,1.69752,0.27571,0.84542,0.35329,6.871,1.03999,2016
mexico,0.37709,1.11508,0.11735,0.71143,0.18355,6.778,0.7146,2016
singapore,0.4877,1.64555,0.32706,0.94719,0.46987,6.739,0.86758,2016
united kingdom,0.50036,1.40283,0.50156,0.80991,0.27399,6.725,1.08672,2016
chile,0.37789,1.2167,0.31595,0.81883,0.11451,6.705,0.90587,2016
panama,0.48927,1.18306,0.2418,0.70835,0.08423,6.701,0.98912,2016
argentina,0.42284,1.15137,0.10989,0.69711,0.07296,6.65,1.06612,2016
czech republic,0.41418,1.30915,0.09929,0.76376,0.03986,6.596,1.00793,2016
united arab emirates,0.56215,1.57352,0.26591,0.72993,0.35561,6.573,0.87114,2016
uruguay,0.54388,1.18157,0.18056,0.72183,0.21394,6.545,1.03143,2016
malta,0.54994,1.30782,0.56237,0.80315,0.17554,6.488,1.09879,2016
colombia,0.44735,1.03032,0.15626,0.59659,0.05399,6.481,1.02169,2016
france,0.46562,1.39488,0.1216,0.83795,0.17808,6.478,1.00508,2016
thailand,0.49553,1.0893,0.58696,0.64915,0.02833,6.474,1.04477,2016
saudi arabia,0.37904,1.48953,0.15457,0.59267,0.30008,6.379,0.84829,2016
taiwan,0.32377,1.39729,0.25495,0.79565,0.0663,6.379,0.92624,2016
qatar,0.56679,1.82427,0.32388,0.71723,0.48049,6.375,0.87964,2016
spain,0.37545,1.34253,0.17665,0.87896,0.06137,6.361,1.12945,2016
algeria,0.21006,1.05266,0.07044,0.61804,0.16157,6.355,0.83309,2016
guatemala,0.50379,0.83454,0.28808,0.54039,0.08701,6.324,0.87119,2016
suriname,0.52234,1.09686,0.16665,0.50933,0.12692,6.269,0.77866,2016
kuwait,0.43166,1.61714,0.15965,0.63569,0.23669,6.239,0.87758,2016
bahrain,0.47375,1.44024,0.17147,0.65696,0.25772,6.218,0.94397,2016
trinidad & tobago,0.48453,1.32572,0.31935,0.52608,0.01241,6.168,0.98569,2016
venezuela,0.19847,1.13367,0.0425,0.61904,0.08304,6.084,1.03302,2016
slovakia,0.23391,1.27973,0.13837,0.70367,0.02947,6.078,1.08268,2016
el salvador,0.37269,0.8737,0.08877,0.596,0.10613,6.068,0.80975,2016
malaysia,0.39031,1.25142,0.41474,0.62366,0.09081,6.005,0.88025,2016
nicaragua,0.46582,0.69384,0.29773,0.65213,0.16292,5.992,0.89521,2016
uzbekistan,0.60848,0.73591,0.34326,0.50163,0.28333,5.987,1.1681,2016
italy,0.18827,1.35495,0.16684,0.85102,0.02556,5.977,1.04167,2016
ecuador,0.4027,0.97306,0.10074,0.68613,0.18037,5.976,0.85974,2016
belize,0.51231,0.87616,0.23684,0.45569,0.10771,5.956,0.68655,2016
japan,0.46761,1.38007,0.10224,0.91491,0.18985,5.921,1.06054,2016
kazakhstan,0.4052,1.22943,0.15011,0.57386,0.11132,5.919,0.95544,2016
moldova,0.25202,0.69177,0.19997,0.52309,0.01903,5.897,0.83132,2016
russia,0.32682,1.23228,0.02736,0.58991,0.03586,5.856,1.05261,2016
poland,0.4519,1.24585,0.14443,0.69058,0.055,5.835,1.04685,2016
south korea,0.25168,1.35948,0.18824,0.88645,0.07716,5.835,0.72194,2016
bolivia,0.50961,0.79422,0.21698,0.4697,0.07746,5.822,0.83779,2016
lithuania,0.18929,1.2692,0.02025,0.64674,0.0182,5.813,1.06411,2016
belarus,0.29091,1.13062,0.13942,0.63104,0.17457,5.802,1.04993,2016
northern cyprus,0.43596,1.31141,0.26322,0.84142,0.16578,5.771,0.81826,2016
slovenia,0.53164,1.29947,0.25738,0.79151,0.03635,5.768,1.05613,2016
peru,0.37502,0.99602,0.14527,0.62994,0.05292,5.743,0.81255,2016
turkmenistan,0.37408,1.08017,0.22567,0.44006,0.28467,5.658,1.03817,2016
mauritius,0.46145,1.14372,0.36951,0.66189,0.05203,5.648,0.75695,2016
libya,0.40672,1.06688,0.17087,0.52304,0.10339,5.615,0.95076,2016
latvia,0.27996,1.21788,0.17445,0.63952,0.0889,5.56,0.95025,2016
cyprus,0.29507,1.31857,0.27906,0.8488,0.05228,5.546,0.70697,2016
paraguay,0.46235,0.89373,0.25296,0.58295,0.07396,5.538,1.11111,2016
romania,0.36712,1.1697,0.12889,0.67602,0.00679,5.528,0.72803,2016
estonia,0.41511,1.27964,0.08423,0.68098,0.18519,5.517,1.05163,2016
jamaica,0.43597,0.89333,0.22245,0.59469,0.04294,5.51,0.96372,2016
croatia,0.23907,1.18649,0.18434,0.70524,0.04002,5.488,0.60809,2016
hong kong,0.48079,1.5107,0.40097,0.95277,0.31647,5.458,0.87021,2016
somalia,0.56778,0.0,0.27225,0.11466,0.3118,5.44,0.33613,2016
kosovo,0.14396,0.90145,0.27992,0.54,0.06547,5.401,0.66062,2016
turkey,0.23889,1.16492,0.04707,0.64718,0.12348,5.389,0.87717,2016
indonesia,0.39237,0.95104,0.56521,0.49374,0.00322,5.314,0.87625,2016
jordan,0.36023,0.99673,0.14262,0.60712,0.13297,5.303,0.86216,2016
azerbaijan,0.35327,1.12373,0.0564,0.54504,0.17914,5.291,0.76042,2016
philippines,0.54854,0.81217,0.21674,0.47036,0.11757,5.279,0.87877,2016
china,0.44012,1.0278,0.04959,0.73561,0.02745,5.245,0.79381,2016
bhutan,0.46074,0.8527,0.48546,0.49759,0.1616,5.196,0.90836,2016
kyrgyzstan,0.40212,0.56044,0.38432,0.55449,0.04762,5.185,0.95434,2016
serbia,0.15718,1.03437,0.20737,0.6458,0.04339,5.177,0.81329,2016
bosnia and herzegovina,0.09511,0.93383,0.29889,0.70766,0.0,5.163,0.64367,2016
montenegro,0.15111,1.07838,0.17191,0.63533,0.12721,5.161,0.74173,2016
dominican republic,0.52259,1.02787,0.21286,0.57669,0.12372,5.155,0.99496,2016
morocco,0.25646,0.84058,0.04053,0.59471,0.08404,5.151,0.38595,2016
hungary,0.1977,1.24142,0.099,0.67608,0.04472,5.145,0.93164,2016
pakistan,0.14622,0.68816,0.31185,0.40306,0.1388,5.132,0.26135,2016
lebanon,0.26228,1.12268,0.23693,0.76171,0.03061,5.129,0.64184,2016
portugal,0.44727,1.27607,0.11691,0.79363,0.01521,5.123,0.94367,2016
macedonia,0.27668,1.0193,0.23507,0.64738,0.07047,5.121,0.78236,2016
vietnam,0.55954,0.74037,0.25075,0.66157,0.11556,5.061,0.79117,2016
somaliland,0.3913,0.25558,0.51479,0.33108,0.36794,5.057,0.75862,2016
tunisia,0.23553,0.97724,0.03936,0.59577,0.0817,5.045,0.43165,2016
greece,0.05822,1.24886,0.0,0.80029,0.04127,5.033,0.75473,2016
tajikistan,0.43408,0.48835,0.25998,0.53119,0.13509,4.996,0.75602,2016
mongolia,0.35972,0.98853,0.34539,0.55469,0.03285,4.907,1.08983,2016
laos,0.52168,0.68042,0.43079,0.38291,0.22423,4.876,0.5497,2016
nigeria,0.27854,0.75216,0.23219,0.05108,0.0305,4.875,0.64498,2016
honduras,0.26755,0.69429,0.2044,0.58383,0.06906,4.871,0.75596,2016
iran,0.22544,1.11758,0.38538,0.64232,0.0557,4.813,0.38857,2016
zambia,0.42662,0.61202,0.17866,0.23573,0.11479,4.795,0.6376,2016
nepal,0.37012,0.44626,0.3816,0.50073,0.07008,4.793,0.69699,2016
palestinian territories,0.17744,0.67024,0.11154,0.56844,0.10613,4.754,0.71629,2016
albania,0.31866,0.9553,0.1684,0.73007,0.05301,4.655,0.50163,2016
bangladesh,0.39778,0.54177,0.19132,0.52989,0.12583,4.643,0.24749,2016
sierra leone,0.30685,0.36485,0.23897,0.0,0.08196,4.635,0.628,2016
iraq,0.24856,1.07474,0.19589,0.51076,0.13636,4.575,0.59205,2016
namibia,0.48614,0.93287,0.07795,0.34745,0.10398,4.574,0.70362,2016
cameroon,0.42736,0.52497,0.2268,0.12698,0.06126,4.513,0.62542,2016
ethiopia,0.36703,0.29283,0.29522,0.34578,0.1717,4.508,0.37932,2016
south africa,0.42483,1.02416,0.13656,0.18611,0.08415,4.459,0.96053,2016
sri lanka,0.50817,0.97318,0.46978,0.62007,0.07964,4.415,0.84783,2016
india,0.40285,0.74036,0.25028,0.45091,0.08722,4.404,0.29247,2016
myanmar,0.42692,0.34112,0.81971,0.3988,0.20243,4.395,0.69981,2016
egypt,0.18847,0.95395,0.12706,0.52116,0.10393,4.362,0.49813,2016
armenia,0.14037,0.86086,0.07793,0.64083,0.03616,4.36,0.62477,2016
kenya,0.40576,0.52267,0.41328,0.30147,0.06686,4.356,0.7624,2016
ukraine,0.12859,0.87287,0.20363,0.58628,0.01829,4.324,1.01413,2016
ghana,0.40973,0.63107,0.21203,0.29681,0.0326,4.276,0.49353,2016
congo (kinshasa),0.15602,0.05661,0.25458,0.188,0.06075,4.272,0.80676,2016
georgia,0.32461,0.83792,0.06786,0.64035,0.3188,4.252,0.19249,2016
congo (brazzaville),0.37938,0.77109,0.12077,0.28212,0.09753,4.236,0.47799,2016
senegal,0.31056,0.44314,0.19103,0.40457,0.11681,4.219,0.77416,2016
bulgaria,0.21219,1.11306,0.12793,0.67806,0.00615,4.217,0.92542,2016
mauritania,0.1268,0.61391,0.22686,0.28639,0.17955,4.201,0.84142,2016
zimbabwe,0.25429,0.35041,0.18503,0.1595,0.08582,4.193,0.71478,2016
malawi,0.4143,0.08709,0.30968,0.29364,0.07564,4.156,0.147,2016
sudan,0.0,0.63069,0.18077,0.29759,0.10039,4.139,0.81928,2016
gabon,0.28098,1.15851,0.06244,0.3494,0.09314,4.121,0.72368,2016
mali,0.27544,0.31292,0.21064,0.16347,0.13647,4.073,0.86333,2016
haiti,0.12072,0.34097,0.47958,0.27494,0.14476,4.028,0.29561,2016
